100	50	76	322	8.091248750686646	24579	2
100	50	100	402	1.6382384300231934	5823	0
100	50	67	268	2.1094894409179688	7469	0
100	50	55	234	0.053566932678222656	18	0
100	50	63	258	3.3103063106536865	7937	0
100	50	70	298	10.27960205078125	32125	1
100	50	56	232	0.6235084533691406	1455	0
100	50	102	432	0.6026062965393066	1097	1
100	50	91	370	3.5771524906158447	10049	0
100	50	55	226	38.236194133758545	35101	0
500	50	297	1236	1.1353425979614258	37	0
500	50	521	2160	2.7627170085906982	943	0
500	50	697	2944	3.876736879348755	1772	0
500	50	492	2092	10.121871709823608	11985	1
500	50	395	1630	3.753774642944336	2308	0
500	50	416	1746	0.831744909286499	318	0
500	50	591	2552	1.300513505935669	452	0
500	50	396	1672	42.6654794216156	58492	1
500	50	266	1122	10.456672668457031	13603	0
500	50	339	1452	1.7092516422271729	1925	0
1000	50	1429	6060	23.736085176467896	32402	0
1000	50	563	2424	21.351316452026367	17688	0
1000	50	1295	5502	54.841243267059326	75617	1
1000	50	532	2276	33.42390966415405	46979	0
1000	50	986	4188	28.87662959098816	32243	1
1000	50	1163	4908	6.420260906219482	5356	0
1000	50	739	3180	3.912414312362671	4724	0
1000	50	558	2290	6.594864130020142	5113	0
1000	50	661	2810	142.55488228797913	137383	0
1000	50	653	2808	15.976620197296143	13553	1
1500	50	766	3272	4.004208087921143	1632	0
1500	50	1223	5144	27.496261596679688	15761	0
1500	50	1578	6802	21.86021089553833	7795	0
1500	50	1425	6058	7.389358758926392	5912	0
1500	50	990	4226	111.2230613231659	28152	1
1500	50	844	3566	148.31655764579773	23502	2
1500	50	1396	5954	128.93826293945312	35424	1
1500	50	1051	4550	20.318645238876343	3494	0
1500	50	769	3246	18.43682026863098	8208	0
1500	50	1860	7960	274.5004732608795	47152	2
2000	50	2212	9474	202.42483925819397	63867	3
2000	50	2268	9632	8.864987850189209	1680	0
2000	50	2817	12018	21.788111448287964	2323	1
2000	50	1027	4352	228.57290315628052	61116	2
2000	50	1054	4472	15.340134859085083	6266	0
2000	50	2051	8756	83.99077868461609	22385	0
2000	50	1376	5818	30.66464924812317	18245	0
2000	50	1816	7808	188.00693345069885	50104	1
2000	50	1308	5616	62.75083541870117	19065	0
2000	50	1135	4942	41.240280866622925	12258	1
3000	50	2132	9026	38.33471655845642	10350	0
3000	50	1656	7030	9.529007196426392	4303	0
3000	50	2548	10960	30.443901777267456	11956	0
3000	50	2411	10286	756.0254464149475	194862	4
3000	50	1811	7618	126.26228833198547	23742	1
3000	50	2779	11774	881.3475451469421	187453	4
3000	50	2633	11286	141.23856616020203	30386	0
3000	50	3780	16050	382.91842675209045	59149	2
3000	50	1659	7014	10.11210823059082	1623	0
3000	50	2104	8922	501.8632643222809	128242	3
4000	50	2057	8744	142.19682812690735	14687	1
4000	50	2506	10644	42.187782764434814	8102	0
4000	50	5183	22028	75.94094204902649	18810	0
4000	50	2249	9664	106.38802361488342	27956	0
4000	50	2873	12228	106.57427382469177	17093	0
4000	50	2866	12194	113.06335234642029	38112	0
4000	50	4327	18458	48.592857360839844	7905	0
4000	50	5787	24584	290.1818869113922	38480	1
4000	50	2734	11634	264.5113561153412	35989	1
4000	50	3017	12898	54.696696281433105	16113	0
5000	50	2623	11204	371.000741481781	44401	2
5000	50	6966	29592	127.67473268508911	15220	0
5000	50	2703	11530	320.0578544139862	49699	1
5000	50	5024	21510	413.6401574611664	62437	1
5000	50	5564	23650	453.7530882358551	43980	0
5000	50	3107	13280	15.484915733337402	1326	0
5000	50	4246	18106	352.6756751537323	47860	1
5000	50	4723	20194	237.69077587127686	26136	0
5000	50	6074	25780	506.8955545425415	81186	3
5000	50	5647	24196	148.06772255897522	24221	0
7500	50	8699	37016	489.64658856391907	123586	1
7500	50	9336	39718	384.18178272247314	53105	0
7500	50	7933	34046	592.0103569030762	80996	1
7500	50	5408	22952	270.4949097633362	68780	0
7500	50	6457	27556	629.9346442222595	147832	1
7500	50	4715	20142	31.328375816345215	7446	0
7500	50	4584	19374	101.45274710655212	24697	0
7500	50	8859	37664	378.1992974281311	69733	1
7500	50	5008	21436	215.55541515350342	17811	1
7500	50	6558	28094	651.4006922245026	81360	1
10000	50	5910	25268	259.4229414463043	70314	0
10000	50	7915	33638	117.97449707984924	10181	0
10000	50	6528	27846	304.8240270614624	65697	0
10000	50	9247	39480	176.21093273162842	28289	0
10000	50	5579	23586	446.98499965667725	65155	1
10000	50	6406	27320	141.61708855628967	26153	0
15000	50	11642	49638	431.8517577648163	47650	0
15000	50	9283	39612	321.59060049057007	27524	0
15000	50	8005	34020	2033.206464290619	160487	1
15000	50	20123	85698	159.8842043876648	1291	0
15000	50	11182	47866	134.3121042251587	5556	0
15000	50	9841	42068	499.2886235713959	25125	1
15000	50	9339	39762	200.73395586013794	19225	0
20000	50	14157	60314	178.89857268333435	18974	0
20000	50	16592	70564	628.595584154129	39563	0
20000	50	12837	54806	247.69653034210205	23283	0
20000	50	11738	49802	830.2789454460144	47541	0
20000	50	15676	66820	3177.22256064415	231045	0
20000	50	29465	125748	985.6610684394836	49103	0
20000	50	17616	75152	1573.1528935432434	89608	0
20000	50	15268	64774	244.92873406410217	6383	0
30000	50	18610	79174	998.8063433170319	45072	0
30000	50	32854	139522	1344.5204045772552	46361	0
30000	50	32165	137116	495.34306263923645	43002	0
30000	50	24341	103970	1471.8501405715942	47113	0
30000	50	22231	94882	5511.017426252365	323440	0
30000	50	16409	69922	408.95617866516113	25791	0
