100	50	100	147	618	3.0739710330963135	7459	0
100	50	100	83	350	1.427046298980713	3603	0
100	50	100	69	274	2.591789722442627	6838	0
100	50	100	91	370	2.72080659866333	5709	0
100	50	100	95	396	2.181955337524414	7418	0
100	50	100	59	250	29.7810378074646	12789	0
100	50	100	87	374	1.8427681922912598	2179	0
100	50	100	81	336	1.1955077648162842	1758	0
100	50	100	52	206	1.9358413219451904	3487	0
100	50	100	92	372	3.390888214111328	3359	0
100	50	100	146	626	4.946983337402344	7749	0
100	50	100	132	560	3.142589807510376	4684	0
100	50	100	111	476	22.0538227558136	38194	2
100	50	100	60	244	14.027821063995361	35991	1
100	50	100	61	240	1.8914546966552734	3348	0
100	50	100	65	286	0.22838926315307617	192	0
100	50	100	137	574	1.0794200897216797	1348	0
100	50	100	73	290	2.9372193813323975	7327	1
100	50	100	61	252	2.390753746032715	5546	0
100	50	100	91	376	3.061060667037964	7087	0
100	50	1000	106	448	1.1230709552764893	1103	0
100	50	1000	125	504	4.473844051361084	5639	1
100	50	1000	55	222	0.1107025146484375	142	0
100	50	1000	110	454	3.020979166030884	1853	0
100	50	1000	118	496	7.294886827468872	10133	1
100	50	1000	137	590	2.659493923187256	4139	1
100	50	1000	53	222	5.500181198120117	6184	1
100	50	1000	123	512	3.280059576034546	3173	0
100	50	1000	88	374	0.6243441104888916	601	0
100	50	1000	68	292	8.33057165145874	7280	2
100	50	1000	58	240	15.908430337905884	18317	1
100	50	1000	60	244	9.020843744277954	6587	2
100	50	1000	66	250	3.56591534614563	1530	0
100	50	1000	124	506	1.5329577922821045	1616	0
100	50	1000	94	392	0.4866957664489746	37	0
100	50	1000	52	218	0.5814566612243652	1011	0
100	50	1000	145	630	5.449989557266235	3016	1
100	50	1000	57	228	53.901299715042114	10876	2
100	50	1000	90	396	8.7686128616333	7982	2
100	50	1000	64	268	2.7817699909210205	2213	0
100	50	10000	57	230	4.770367622375488	2494	0
100	50	10000	101	432	29.792575120925903	2934	2
100	50	10000	135	552	17.383660554885864	8210	1
100	50	10000	80	348	4.549447774887085	2453	0
100	50	10000	137	584	88.06498622894287	10351	3
100	50	10000	150	636	16.711753368377686	3462	2
100	50	10000	149	618	87.40612554550171	16257	5
100	50	10000	93	380	40.610172510147095	16353	2
100	50	10000	85	352	54.476250886917114	9011	1
100	50	10000	87	360	8.134772777557373	4810	1
100	50	10000	123	540	6.823054552078247	2750	0
100	50	10000	83	338	50.17945170402527	624	1
100	50	10000	97	402	1.9450106620788574	605	0
100	50	10000	115	480	0.20790386199951172	271	0
100	50	10000	52	222	2.5126850605010986	1021	0
100	50	10000	54	220	0.2813231945037842	238	0
100	50	10000	111	468	18.26237964630127	7979	3
100	50	10000	132	530	29.29611849784851	5044	1
100	50	10000	124	520	1.8943076133728027	160	0
100	50	10000	72	312	1.3122718334197998	258	0
100	10	100	93	416	15.310471296310425	38083	2
100	10	100	97	412	1.363593339920044	3317	0
100	10	100	96	398	31.458458185195923	72941	4
100	10	100	102	426	16.715867519378662	35351	2
100	10	100	95	420	8.882709264755249	22277	2
100	10	100	111	470	28.928263902664185	52286	0
100	10	100	98	418	11.48889422416687	26812	0
100	10	100	100	422	11.196790933609009	34357	0
100	10	100	92	394	80.79498314857483	183685	8
100	10	100	101	418	26.79365348815918	72215	8
100	10	100	100	390	57.44785189628601	152629	9
100	10	100	99	402	12.124668836593628	31568	5
100	10	100	98	396	14.069546699523926	35058	2
100	10	100	101	416	20.880794286727905	58614	2
100	10	100	108	442	3.761099338531494	8863	2
100	10	100	110	482	4.076273202896118	12233	0
100	10	100	100	402	2.6507413387298584	6730	0
100	10	100	100	414	19.984437942504883	56478	1
100	10	100	93	392	41.68892765045166	117435	9
100	10	100	112	478	12.56944727897644	37193	2
100	10	1000	108	450	8.59701919555664	11489	3
100	10	1000	94	406	1.7578351497650146	1252	0
100	10	1000	99	384	13.852117776870728	15865	4
100	10	1000	99	410	97.56879663467407	75955	9
100	10	1000	101	414	68.97079038619995	39329	10
100	10	1000	111	458	8.406866312026978	8284	0
100	10	1000	92	408	62.012452602386475	44063	7
100	10	1000	98	408	2.8925178050994873	3801	1
100	10	1000	103	402	17.503397226333618	24083	7
100	10	1000	94	374	12.530561447143555	6451	0
100	10	1000	110	484	82.11521744728088	62991	9
100	10	1000	100	382	92.69022583961487	78289	12
100	10	1000	106	450	4.0643227100372314	4763	1
100	10	1000	93	400	36.108378648757935	46775	5
100	10	1000	105	416	2.777215003967285	538	0
100	10	1000	95	368	40.34551024436951	17040	2
100	10	1000	99	406	15.819447755813599	15728	2
100	10	1000	94	390	8.824113130569458	12904	3
100	10	1000	104	434	18.550755739212036	19391	7
100	10	1000	107	454	95.10610103607178	74275	15
100	10	10000	94	374	162.4605221748352	46956	10
100	10	10000	107	436	42.108322858810425	15233	3
100	10	10000	110	442	543.5585634708405	137043	43
100	10	10000	101	422	136.5783290863037	31797	7
100	10	10000	94	374	4.268582820892334	3204	0
100	10	10000	97	390	94.35225057601929	24384	3
100	10	10000	106	436	459.86590123176575	86798	21
100	10	10000	101	428	197.30945563316345	30460	6
100	10	10000	111	468	73.73677682876587	25890	7
100	10	10000	112	446	6.73697829246521	1575	0
100	10	10000	104	420	151.9319076538086	43111	9
100	10	10000	112	496	2.0505130290985107	1488	0
100	10	10000	108	440	84.77442336082458	8216	2
100	10	10000	112	472	585.0100305080414	89503	25
100	10	10000	94	380	163.38180422782898	37295	5
100	10	10000	101	408	83.10942840576172	13578	4
