100	50	77	334	7.333944797515869	1834	0
100	50	58	232	4.850109100341797	1838	0
100	50	65	270	6.032534599304199	2877	0
100	50	125	518	4.448174953460693	2107	0
100	50	141	596	2.7766222953796387	155	0
100	50	52	222	2.902763843536377	877	0
100	50	98	410	2.3512775897979736	709	0
100	50	81	348	2.288893461227417	177	0
100	50	63	262	2.8085381984710693	1769	0
100	50	70	298	2.597562074661255	254	0
500	50	267	1122	10.43135929107666	5463	0
500	50	331	1398	8.751710176467896	1504	0
500	50	258	1094	9.600414752960205	1302	0
500	50	422	1798	5.132578611373901	1155	0
500	50	454	1890	22.168046236038208	7337	0
500	50	256	1082	14.878940343856812	5199	0
500	50	482	2048	14.475107192993164	2121	0
500	50	575	2374	12.974026441574097	7621	0
500	50	307	1282	2.6948392391204834	143	0
500	50	331	1416	14.987570762634277	5932	1
1000	50	1490	6306	19.511507034301758	6902	0
1000	50	538	2302	6.107683420181274	1197	0
1000	50	897	3862	37.46331739425659	19244	0
1000	50	548	2342	53.83760690689087	20122	1
1000	50	1314	5580	10.953389644622803	3755	0
1000	50	1497	6352	76.68086290359497	42357	0
1000	50	565	2362	8.040553569793701	2424	0
1000	50	725	3044	70.73609185218811	35966	0
1000	50	844	3528	9.253435373306274	5307	0
1000	50	515	2208	14.806005954742432	6396	0
